StateAb,DivisionNm,CandidateNm,PartyNm,BallotPosition
QLD,Fairfax,"ETHERIDGE, Sue",Queensland Greens,5
QLD,Fairfax,"AUSTRALIE, Sinim Barbara",Independent,6
QLD,Fairfax,"KHOURY, Lisa",United Australia Party,7
QLD,Fairfax,"FERGUSON, Sue",Australian Labor Party,8
QLD,Fairfax,"WHITE, Craig",The Great Australian Party,9
QLD,Fairfax,"CIVITARESE, Nikki",Pauline Hanson's One Nation,10
QLD,Fisher,"SCHRIEVER, Sam",Pauline Hanson's One Nation,1
QLD,Fisher,"ANDREWS, Judene",Australian Labor Party,2
QLD,Fisher,"WALLACE, Andrew",Liberal National Party of Queensland,3
QLD,Fisher,"BRECKENRIDGE, Vickie",Animal Justice Party,4
QLD,Fisher,"WELLS, Renay",Queensland Greens,5
QLD,Fisher,"MOORE, Tony Richard",United Australia Party,6
QLD,Flynn,"BURNETT, Matt",Australian Labor Party,1
QLD,Flynn,"BAMBRICK, Paul",Queensland Greens,2
QLD,Flynn,"SVENDSEN, Carla",The Great Australian Party,3
QLD,Flynn,"LOHSE, Sharon",Pauline Hanson's One Nation,4
QLD,Flynn,"SCOTT, Duncan",Independent,5
QLD,Flynn,"WIEDEN, Tanya Maree",United Australia Party,6
QLD,Flynn,"BOYCE, Colin",Liberal National Party of Queensland,7
QLD,Forde,"O'HALLORAN, Roxanne",United Australia Party,1
QLD,Forde,"VAN MANEN, Bert",Liberal National Party of Queensland,2
QLD,Forde,"HALL, Jordan",Queensland Greens,3
QLD,Forde,"HOLLAND, Samuel",TNL,4
QLD,Forde,"HOLZBERGER, Rowan",Australian Labor Party,5
QLD,Forde,"MATTERSON, Seschelle",Pauline Hanson's One Nation,6
QLD,Forde,"SUTHERLAND, Tobby",Liberal Democrats,7
QLD,Forde,"GREAVES, Christopher",Independent,8
QLD,Forde,"McCARTHY, Linda",Animal Justice Party,9
QLD,Griffith,"WARE, Shari",Pauline Hanson's One Nation,1
QLD,Griffith,"CHANDLER-MATHER, Max",Queensland Greens,2
QLD,Griffith,"BUTLER, Terri",Australian Labor Party,3
QLD,Griffith,"McMULLAN, Robert Gordon",United Australia Party,4
QLD,Griffith,"ROBERTS, Olivia",Liberal National Party of Queensland,5
QLD,Groom,"OTTO, Ryan",Australian Federation Party,1
QLD,Groom,"ABRAHAM, Grant",Pauline Hanson's One Nation,2
QLD,Groom,"BERRY, Mickey",Queensland Greens,3
QLD,Groom,"BANNISTER, Melissa",United Australia Party,4
QLD,Groom,"SMOLENSKI, Kirstie",Independent,5
QLD,Groom,"HOLT, Suzie",Independent,6
QLD,Groom,"HAMILTON, Garth",Liberal National Party of Queensland,7
QLD,Groom,"ALLPASS, Gen",Australian Labor Party,8
QLD,Herbert,"McMAHON, Toni",Informed Medical Options Party,1
QLD,Herbert,"RING, John",Australian Labor Party,2
QLD,Herbert,"HUMPHREYS, Scott",Queensland Greens,3
QLD,Herbert,"BALLARD, Larna",The Great Australian Party,4
QLD,Herbert,"THOMPSON, Phillip",Liberal National Party of Queensland,5
QLD,Herbert,"EGAN, Angela",Independent,6
QLD,Herbert,"CLARE, Steven",Independent,7
QLD,Herbert,"DOWLING, Greg Ian",United Australia Party,8
QLD,Herbert,"HAWKS, Clynton",Katter's Australian Party (KAP),9
QLD,Herbert,"MCCORMACK, Toni",Animal Justice Party,10
QLD,Herbert,"PEPE, Diane",Pauline Hanson's One Nation,11
QLD,Hinkler,"PITT, Keith",Liberal National Party of Queensland,1
QLD,Hinkler,"NASH, Kristie",United Australia Party,2
QLD,Hinkler,"MENHENNETT, Zak",Pauline Hanson's One Nation,3
QLD,Hinkler,"SCANES, Jason",Australian Labor Party,4
QLD,Hinkler,"McLEAN, Andrew",Queensland Greens,5
QLD,Hinkler,"DEMPSEY, Jack",Independent,6
QLD,Kennedy,"KATTER, Bob",Katter's Australian Party (KAP),1
QLD,Kennedy,"MACDONALD, Bryce",Liberal National Party of Queensland,2
QLD,Kennedy,"SACKLEY, Jen",Independent,3
QLD,Kennedy,"COX, Jennifer",Queensland Greens,4
QLD,Kennedy,"BRANDON, Jason",Australian Labor Party,5
QLD,Kennedy,"CAMPION, Peter",United Australia Party,6
QLD,Leichhardt,"O'SHANE, Pat",Socialist Alliance,1
QLD,Leichhardt,"MOGOROVICH, Silvia",Informed Medical Options Party,2
QLD,Leichhardt,"ENTSCH, Warren",Liberal National Party of Queensland,3
QLD,Leichhardt,"JENSEN, Rod",Katter's Australian Party (KAP),4
QLD,Leichhardt,"CROPP, Adam","FUSION: Science, Pirate, Secular, Climate Emergency",5
QLD,Leichhardt,"BAYLY, Susanne",Animal Justice Party,6
QLD,Leichhardt,"MUSUMECI, Phillip",Queensland Greens,7
QLD,Leichhardt,"HANNAGAN, Daniel Lucas",United Australia Party,8
QLD,Leichhardt,"COURT, Geena",Pauline Hanson's One Nation,9
QLD,Leichhardt,"ROE, Paul",Australian Federation Party,10
QLD,Leichhardt,"FAITH, Elida",Australian Labor Party,11
QLD,Lilley,"HOOGLAND, Gerardine Louise",United Australia Party,1
QLD,Lilley,"STEVENS, Melissa",Queensland Greens,2
QLD,Lilley,"LOBO, Vivian",Liberal National Party of Queensland,3
QLD,Lilley,"McGRATH, Stephen",Informed Medical Options Party,4
QLD,Lilley,"FRESHWATER, Daniel",Liberal Democrats,5
QLD,Lilley,"WELLS, Anika",Australian Labor Party,6
QLD,Lilley,"WILDE, Michelle",Pauline Hanson's One Nation,7
QLD,Longman,"FANNING, Rebecca",Australian Labor Party,1
QLD,Longman,"SUTHERLAND, Stefanie Alexis",United Australia Party,2
QLD,Longman,"QUINLAN, Nigel David",Legalise Cannabis Australia,3
QLD,Longman,"SNIJDERS, Earl",Queensland Greens,4
QLD,Longman,"TAYLOR, Ross",Pauline Hanson's One Nation,5
QLD,Longman,"LIPPONER, Jens",Liberal Democrats,6
QLD,Longman,"GILBARD, Paula",Animal Justice Party,7
QLD,Longman,"YOUNG, Terry",Liberal National Party of Queensland,8
QLD,Maranoa,"LITTLEPROUD, David",Liberal National Party of Queensland,1
QLD,Maranoa,"RICHARDSON, Malcolm J","Shooters, Fishers and Farmers Party",2
QLD,Maranoa,"KERRIGAN, Dave",Australian Labor Party,3
QLD,Maranoa,"McDONALD, Nathan John",United Australia Party,4
QLD,Maranoa,"PARKER, Ellisa",Queensland Greens,5
QLD,Maranoa,"KELLY, Mike",Pauline Hanson's One Nation,6
QLD,Maranoa,"TUNBRIDGE, Brett James",Australian Federation Party,7
QLD,McPherson,"ANDREWS, Karen",Liberal National Party of Queensland,1
QLD,McPherson,"HARGRAVES, Kevin",Pauline Hanson's One Nation,2
QLD,McPherson,"PEAD, Gary",Australian Federation Party,3
QLD,McPherson,"TURNER, Scott",Queensland Greens,4
QLD,McPherson,"CULLEN, Andy",Australian Values Party,5
QLD,McPherson,"BERRIGAN, Joshua Lawrence",United Australia Party,6
QLD,McPherson,"PYNE, Glenn",Liberal Democrats,7
QLD,McPherson,"UNGERER, Carl",Australian Labor Party,8
QLD,Moncrieff,"BELL, Angie",Liberal National Party of Queensland,1
QLD,Moncrieff,"SCHULTZ, Leeanne",Pauline Hanson's One Nation,2
QLD,Moncrieff,"TAYLER, James",Australian Federation Party,3
QLD,Moncrieff,"BERRY-LAW, Sonia Michelle",Animal Justice Party,4
QLD,Moncrieff,"BROADBENT, April",Queensland Greens,5
QLD,Moncrieff,"PALMER, Glen",Australian Labor Party,6
QLD,Moncrieff,"DEMETRE, Diane",Liberal Democrats,7
QLD,Moncrieff,"CUDMORE, Timothy",Informed Medical Options Party,8
QLD,Moncrieff,"HAPP, Diane Olga",United Australia Party,9
QLD,Moreton,"POWER, Peter",Australian Federation Party,1
QLD,Moreton,"SWANN, Neil",Pauline Hanson's One Nation,2
QLD,Moreton,"PERRETT, Graham",Australian Labor Party,3
QLD,Moreton,"GARTON, Claire",Queensland Greens,4
QLD,Moreton,"HUANG, Steven",Liberal National Party of Queensland,5
QLD,Moreton,"FOLLETT, Chelsea",United Australia Party,6
QLD,Oxley,"COOMBES, Timothy",United Australia Party,1
QLD,Oxley,"WORSTELING, Asha",Queensland Greens,2
QLD,Oxley,"MCMILLEN, Kyle",Liberal National Party of Queensland,3
QLD,Oxley,"KOZLOWSKI, Dylan",Pauline Hanson's One Nation,4
QLD,Oxley,"DICK, Milton",Australian Labor Party,5
QLD,Petrie,"GUENOUN, Kelly Anne",United Australia Party,1
QLD,Petrie,"SIMON, Will",Queensland Greens,2
QLD,Petrie,"WILSON, Anneke",Liberal Democrats,3
QLD,Petrie,"MITCHELL, Marcus",Pauline Hanson's One Nation,4
QLD,Petrie,"DENTON, Mick",Australian Labor Party,5
QLD,Petrie,"HOWARTH, Luke",Liberal National Party of Queensland,6
QLD,Petrie,"CICCHITTI, Chris",Animal Justice Party,7
QLD,Rankin,"DARWEN, Paul",Liberal National Party of Queensland,1
QLD,Rankin,"COTTER, Neil",Queensland Greens,2
QLD,Rankin,"CRANK, Jeff",United Australia Party,3
QLD,Rankin,"COOKSON, Glen",Pauline Hanson's One Nation,4
QLD,Rankin,"CLARKE, Suzanne",Animal Justice Party,5
QLD,Rankin,"CHALMERS, Jim",Australian Labor Party,6
QLD,Ryan,"POLLARD, Kathryn",United Australia Party,1
QLD,Ryan,"COORY, Damian",Liberal Democrats,2
QLD,Ryan,"REES, Janine",Australian Progressives,3
QLD,Ryan,"LOVE, Joel",Pauline Hanson's One Nation,4
QLD,Ryan,"LIPMAN, Jina",Animal Justice Party,5
QLD,Ryan,"WATSON-BROWN, Elizabeth",Queensland Greens,6
QLD,Ryan,"COSSAR, Peter",Australian Labor Party,7
QLD,Ryan,"SIMMONDS, Julian",Liberal National Party of Queensland,8
QLD,Ryan,"DANCOISNE, Axel",Australian Federation Party,9
QLD,Wide Bay,"JACOBI, Kelli",Independent,1
QLD,Wide Bay,"BUCKLEY, Nathan",Pauline Hanson's One Nation,2
QLD,Wide Bay,"BENNETT, Tracy",United Australia Party,3
QLD,Wide Bay,"ARMSTRONG, Craig",Queensland Greens,4
QLD,Wide Bay,"O'BRIEN, Llew",Liberal National Party of Queensland,5
QLD,Wide Bay,"WOODWARD, John",Australian Federation Party,6
QLD,Wide Bay,"JEROME, Tim",Independent,7
QLD,Wide Bay,"WILLIAMS, Geoff",Australian Labor Party,8
QLD,Wide Bay,"WILLIAMS, Daniel",Australian Values Party,9
QLD,Wide Bay,"NEWLAND, Andrea",Informed Medical Options Party,10
QLD,Wright,"BUCHHOLZ, Scott",Liberal National Party of Queensland,1
QLD,Wright,"DUFFILL, Cassandra Deanne",United Australia Party,2
QLD,Wright,"HICKS, Keith",Pauline Hanson's One Nation,3
QLD,Wright,"BANASIAK, Shonna-Lee",Australian Federation Party,4
QLD,Wright,"McCREADIE, Pam",Australian Labor Party,5
QLD,Wright,"THOMPSON, Nicole",Queensland Greens,6
SA,Adelaide,"GRANTHAM, Amy",Liberal,1
SA,Adelaide,"GEORGANAS, Steve",Australian Labor Party,2
SA,Adelaide,"ALLWOOD, Sean",United Australia Party,3
SA,Adelaide,"McMILLAN, Matthew","FUSION: Science, Pirate, Secular, Climate Emergency",4
SA,Adelaide,"GALDIES, Rebecca",The Greens,5
SA,Adelaide,"GERHARD, Faith",Australian Federation Party,6
SA,Adelaide,"ALLWOOD, Gayle",Pauline Hanson's One Nation,7
SA,Barker,"PIETZSCH, Jonathan",National Party,1
SA,Barker,"QUAREMBA, Carlos",Pauline Hanson's One Nation,2
SA,Barker,"PANNELL, Vince",Independent,3
SA,Barker,"FRY, Maddy",Independent,4
SA,Barker,"HILLAM, Rosa",The Greens,5
SA,Barker,"PASIN, Tony",Liberal,6
SA,Barker,"SWIGGS, David",United Australia Party,7
SA,Barker,"BRAES, Mark",Australian Labor Party,8
SA,Barker,"HANTON, Kym",Australian Federation Party,9
SA,Boothby,"CARTER, Jeremy",The Greens,1
SA,Boothby,"CLARK, Graeme",United Australia Party,2
SA,Boothby,"HARRIS, Peter",Australian Federation Party,3
SA,Boothby,"NIKOLIC, Aleksandra",Liberal Democrats,4
SA,Boothby,"BUSUTTIL, Paul",Independent,5
SA,Boothby,"BRAY, Frankie",Animal Justice Party,6
SA,Boothby,"SWIFT, Rachel",Liberal,7
SA,Boothby,"DYER, Jo",Independent,8
SA,Boothby,"MILLER-FROST, Louise",Australian Labor Party,9
SA,Boothby,"COUCH, Bob",Pauline Hanson's One Nation,10
SA,Grey,"WHITE, Tim",The Greens,1
SA,Grey,"WATERS, Suzanne",United Australia Party,2
SA,Grey,"MILLER, Peter",Liberal Democrats,3
SA,Grey,"HABERMANN, Liz",Independent,4
SA,Grey,"WATSON, Julie",Australian Labor Party,5
SA,Grey,"WHITE, Kerry Ann",Pauline Hanson's One Nation,6
SA,Grey,"DEMPSEY, Tracey",Australian Federation Party,7
SA,Grey,"CARMODY, Richard",Independent,8
SA,Grey,"RAMSEY, Rowan",Liberal,9
SA,Hindmarsh,"O'SULLIVAN, Patrick",The Greens,1
SA,Hindmarsh,"FINIZIO, Anna",Liberal,2
SA,Hindmarsh,"JOHNSON, Walter",Pauline Hanson's One Nation,3
SA,Hindmarsh,"BUTLER, Mark",Australian Labor Party,4
SA,Hindmarsh,"RICHARDS, Dianne",Australian Federation Party,5
SA,Hindmarsh,"MELISSOURGOS, George",United Australia Party,6
SA,Hindmarsh,"WITT, Jamie",The Great Australian Party,7
SA,Hindmarsh,"PASTRO, Matt",Animal Justice Party,8
SA,Kingston,"DE JONGE, Rob",Independent,1
SA,Kingston,"GODFREY-BROWN, Robert",Pauline Hanson's One Nation,2
SA,Kingston,"JACKSON, Russell",United Australia Party,3
SA,Kingston,"RISHWORTH, Amanda",Australian Labor Party,4
SA,Kingston,"PHOTAKIS, John",The Greens,5
SA,Kingston,"ENRIGHT, Sam",Australian Federation Party,6
SA,Kingston,"BOURNE, Kathleen",Liberal,7
SA,Makin,"LAZOOTIN, Abram Nicholas",Australian Federation Party,1
SA,Makin,"ZAPPIA, Tony",Australian Labor Party,2
SA,Makin,"DROZDOFF, Kimberley",United Australia Party,3
SA,Makin,"VAID, Rajan",Pauline Hanson's One Nation,4
SA,Makin,"HOWARD-JONES, Alan",Liberal,5
SA,Makin,"MUSTACA, Emma",The Greens,6
SA,Mayo,"BELL, Marisa",Australian Labor Party,1
SA,Mayo,"CHAPLIN, Padma",Animal Justice Party,2
SA,Mayo,"VAN RAALTE, Jacob",Liberal Democrats,3
SA,Mayo,"SHARKIE, Rebekha",Centre Alliance,4
SA,Mayo,"ELLIOTT, Greg",The Greens,5
SA,Mayo,"BLUCK, Allison",Liberal,6
SA,Mayo,"McGRAIL, Samantha",United Australia Party,7
SA,Mayo,"SCOTT, Tonya",Pauline Hanson's One Nation,8
SA,Mayo,"NEUGEBAUER, Mark",Australian Federation Party,9
SA,Spence,"WARREN, Alvin Eric",United Australia Party,1
SA,Spence,"BURNELL, Matt",Australian Labor Party,2
SA,Spence,"DEEX, David",The Greens,3
SA,Spence,"BAWDEN, Matilda",Australian Federation Party,4
SA,Spence,"LOCK, Shawn",Liberal,5
SA,Spence,"CHAMPION, Linda",Pauline Hanson's One Nation,6
SA,Sturt,"McCUSKER, Katie",The Greens,1
SA,Sturt,"BARAM, Sonja",Australian Labor Party,2
SA,Sturt,"SCHMIDT, Chris",TNL,3
SA,Sturt,"ALLWOOD, Alexander",Pauline Hanson's One Nation,4
SA,Sturt,"FULCO, Angela",Australian Progressives,5
SA,Sturt,"GRANT, Stephen",United Australia Party,6
SA,Sturt,"SCARBOROUGH, Kathy",Australian Federation Party,7
SA,Sturt,"SHERLOCK, David",Animal Justice Party,8
SA,Sturt,"McMAHON, Thomas",Liberal Democrats,9
SA,Sturt,"ELHAM, Inty",Drew Pavlou Democratic Alliance,10
SA,Sturt,"STEVENS, James",Liberal,11
TAS,Bass,"RAZAY, George",Independent,1
TAS,Bass,"SALT, Bob",Jacqui Lambie Network,2
TAS,Bass,"ROSOL, Cecily",The Greens,3
TAS,Bass,"ARCHER, Bridget Kathleen",Liberal,4
TAS,Bass,"BAKER, Alison",Animal Justice Party,5
TAS,Bass,"HUMBLE, Stephen",Liberal Democrats,6
TAS,Bass,"SQUIBB, Kyle",United Australia Party,7
TAS,Bass,"DAVY, Melanie",Pauline Hanson's One Nation,8
TAS,Bass,"HART, Ross",Australian Labor Party,9
TAS,Braddon,"MINEUR, Ludo",Pauline Hanson's One Nation,1
TAS,Braddon,"BRIGGS, Darren",The Greens,2
TAS,Braddon,"PEARCE, Gavin",Liberal,3
TAS,Braddon,"RANKIN, Scott",The Local Party,4
TAS,Braddon,"LYNCH, Chris",Australian Labor Party,5
TAS,Braddon,"BOBBERMIEN, Darren Scott",United Australia Party,6
TAS,Braddon,"GARLAND, Craig Anthony",Independent,7
TAS,Braddon,"MARTIN, Keone Patrick",Animal Justice Party,8
TAS,Braddon,"LEHMANN, Sophie",Jacqui Lambie Network,9
TAS,Braddon,"WHITE, Duncan",Liberal Democrats,10
TAS,Clark,"CAMERON, Michelle",Pauline Hanson's One Nation,1
TAS,Clark,"DAVIS, Simon",Australian Labor Party,2
TAS,Clark,"RAMSDEN, Ian",Liberal Democrats,3
TAS,Clark,"COATS, Will",Liberal,4
TAS,Clark,"SHELLEY, Janet",The Greens,5
TAS,Clark,"WILKIE, Andrew",Independent,6
TAS,Clark,"DAVIES, Casey",Animal Justice Party,7
TAS,Clark,"GALLOWAY, Sandra",United Australia Party,8
TAS,Franklin,"BATEMAN, Anna",The Local Party,1
TAS,Franklin,"COLLINS, Julie",Australian Labor Party,2
TAS,Franklin,"PITT, Duane",Liberal Democrats,3
TAS,Franklin,"HINDLEY, Steve",Pauline Hanson's One Nation,4
TAS,Franklin,"MATTHEWS, Lisa",United Australia Party,5
TAS,Franklin,"HANNAN, Chris",Jacqui Lambie Network,6
TAS,Franklin,"JOHNSON, Kristy Maree",Liberal,7
TAS,Franklin,"LOVE, Katrina",Animal Justice Party,8
TAS,Franklin,"DARKO, Jade",The Greens,9
TAS,Lyons,"BOWER, Susie",Liberal,1
TAS,Lyons,"GRIFFITHS, Rhys",Liberal Democrats,2
TAS,Lyons,"MITCHELL, Brian",Australian Labor Party,3
TAS,Lyons,"GRALTON, Anna Megan",Animal Justice Party,4
TAS,Lyons,"EVANS, Jason",United Australia Party,5
TAS,Lyons,"PFITZNER, Troy Robert",Jacqui Lambie Network,6
TAS,Lyons,"GOYNE, Emma Jane",Pauline Hanson's One Nation,7
TAS,Lyons,"JOHNSTONE, Liz",The Greens,8
VIC,Aston,"SPELMAN, Rebekah Jane",United Australia Party,1
VIC,Aston,"TUDGE, Alan",Liberal,2
VIC,Aston,"COOKSON, Asher",The Greens,3
VIC,Aston,"BRUCE, Ryan",TNL,4
VIC,Aston,"IBBOTSON, Craig",Pauline Hanson's One Nation,5
VIC,Aston,"ROCHE, Liam",Liberal Democrats,6
VIC,Aston,"DOYLE, Mary",Australian Labor Party,7
VIC,Ballarat,"BARNES, John",The Greens,1
VIC,Ballarat,"GREEN, Ben",Liberal,2
VIC,Ballarat,"GRAHAM, Alex",Independent,3
VIC,Ballarat,"SEDGMAN, Kerryn",Australian Federation Party,4
VIC,Ballarat,"PRYSE-SMITH, Terri Elizabeth",United Australia Party,5
VIC,Ballarat,"TAXIS, Rosalie",Pauline Hanson's One Nation,6
VIC,Ballarat,"McGRATH, Julia",Liberal Democrats,7
VIC,Ballarat,"KING, Catherine",Australian Labor Party,8
VIC,Bendigo,"LAURIE, James",Independent,1
VIC,Bendigo,"CHESTERS, Lisa",Australian Labor Party,2
VIC,Bendigo,"SCHADE, Darin",Liberal,3
VIC,Bendigo,"SINCLAIR, Cate",The Greens,4
VIC,Bendigo,"BANSEMER, Matt",Liberal Democrats,5
VIC,Bendigo,"MIHAIL, Ben",Pauline Hanson's One Nation,6
VIC,Bendigo,"SUARES, Elijah",United Australia Party,7
VIC,Bruce,"SKROBO, Christine",Liberal Democrats,1
VIC,Bruce,"BABET, Matt",United Australia Party,2
VIC,Bruce,"DEANS, Hayley",Pauline Hanson's One Nation,3
VIC,Bruce,"HILL, Julian",Australian Labor Party,4
VIC,Bruce,"MOODY, James",Liberal,5
VIC,Bruce,"KIRWAN, Matthew",The Greens,6
VIC,Calwell,"PRESTON, Mark",Pauline Hanson's One Nation,1
VIC,Calwell,"STAKER-GUNN, Tim",Liberal,2
VIC,Calwell,"ABBOUD, Natalie",The Greens,3
VIC,Calwell,"VAMVAKINOU, Maria",Australian Labor Party,4
VIC,Calwell,"NAIM, Joshua",United Australia Party,5
VIC,Calwell,"SMALL, Jerome",Victorian Socialists,6
VIC,Calwell,"BENGTSSON, Maria",Australian Federation Party,7
VIC,Casey,"GAME, Jenny",The Greens,1
VIC,Casey,"COLE, Craig",Independent,2
VIC,Casey,"KLOP, Andrew",Animal Justice Party,3
VIC,Casey,"VIOLI, Aaron",Liberal,4
VIC,Casey,"BRINDLE, Bill",Australian Labor Party,5
VIC,Casey,"MURPHY, Paul",Pauline Hanson's One Nation,6
VIC,Casey,"FIELD, Chris",Australian Federation Party,7
VIC,Casey,"SMITH, Trevor Walter",Liberal Democrats,8
VIC,Casey,"SULLIVAN, Peter",Derryn Hinch's Justice Party,9
VIC,Casey,"BELLVE, Anthony Sebastian",United Australia Party,10
VIC,Casey,"FERRES MILES, Claire",Independent,11
VIC,Chisholm,"LIU, Gladys",Liberal,1
VIC,Chisholm,"STANFIELD, Thomas",Derryn Hinch's Justice Party,2
VIC,Chisholm,"ANTONIE, Anthea",Australian Federation Party,3
VIC,Chisholm,"TYRRELL, Aaron",Pauline Hanson's One Nation,4
VIC,Chisholm,"WHITFIELD, Rod",Animal Justice Party,5
VIC,Chisholm,"DARE, Ryan",Citizens Party,6
VIC,Chisholm,"KING, Ethelyn",Liberal Democrats,7
VIC,Chisholm,"NEWMAN, Sarah",The Greens,8
VIC,Chisholm,"KEMPSON, Melanie Merle",United Australia Party,9
VIC,Chisholm,"MURPHY, Dominique",Independent,10
VIC,Chisholm,"TSENG, Wayne",Independent,11
VIC,Chisholm,"GARLAND, Carina",Australian Labor Party,12
VIC,Cooper,"BANGAAR, Rabin",Animal Justice Party,1
VIC,Cooper,"LARKIN, Kath",Victorian Socialists,2
VIC,Cooper,"LIDDLE, Celeste",The Greens,3
VIC,Cooper,"WHITEHEAD, Adrian","FUSION: Science, Pirate, Secular, Climate Emergency",4
VIC,Cooper,"ATKINSON, Jadon",Liberal,5
VIC,Cooper,"LA ROSA, Adam",United Australia Party,6
VIC,Cooper,"TURNER, William Tristan",Pauline Hanson's One Nation,7
VIC,Cooper,"KEARNEY, Ged",Australian Labor Party,8
VIC,Corangamite,"JUHASZ, Stephen",Australian Federation Party,1
VIC,Corangamite,"MARSHALL, Alex",The Greens,2
VIC,Corangamite,"COKER, Libby",Australian Labor Party,3
VIC,Corangamite,"WATKINS, Meg",Animal Justice Party,4
VIC,Corangamite,"ASHER, Stephanie",Liberal,5
VIC,Corangamite,"BARKER, Paul",Liberal Democrats,6
VIC,Corangamite,"SORENSEN, Luke",Pauline Hanson's One Nation,7
VIC,Corangamite,"ABOU-ZEID, Daniel William",United Australia Party,8
VIC,Corangamite,"D'ARGENT, Jean-Marie",Derryn Hinch's Justice Party,9
VIC,Corio,"BULL, Sue",Socialist Alliance,1
VIC,Corio,"TAYLOR, Jessica",Australian Federation Party,2
VIC,Corio,"PATEL, Manish",Liberal,3
VIC,Corio,"NORTHEAST, Simon",The Greens,4
VIC,Corio,"JONES, Robert",Pauline Hanson's One Nation,5
VIC,Corio,"ADAMS, Naomi",Animal Justice Party,6
VIC,Corio,"PAYNE, Max",Liberal Democrats,7
VIC,Corio,"MURDOCK, Shane",United Australia Party,8
VIC,Corio,"MARLES, Richard",Australian Labor Party,9
VIC,Deakin,"GREGG, Matt",Australian Labor Party,1
VIC,Deakin,"HUMPHREYS, Rob",The Greens,2
VIC,Deakin,"LIU, Qian",Independent,3
VIC,Deakin,"DOLHEGUY, Katherine",Animal Justice Party,4
VIC,Deakin,"CARR, Harrison",Liberal Democrats,5
VIC,Deakin,"SUKKAR, Michael",Liberal,6
VIC,Deakin,"THOMPSON, Judith",Derryn Hinch's Justice Party,7
VIC,Deakin,"GIDLEY, Bianca Joy",United Australia Party,8
VIC,Deakin,"BASTIN, Samantha",Australian Federation Party,9
VIC,Deakin,"COUGHLAN, Natasha",Pauline Hanson's One Nation,10
VIC,Dunkley,"BERGWERF, Darren",Independent,1
VIC,Dunkley,"MURPHY, Peta",Australian Labor Party,2
VIC,Dunkley,"WILLIS, Damian",Liberal Democrats,3
VIC,Dunkley,"JOHNSTON, Elizabeth",Animal Justice Party,4
VIC,Dunkley,"O'BRIEN, Liam",The Greens,5
VIC,Dunkley,"COOMBES, Sharn",Liberal,6
VIC,Dunkley,"MIDDLEBROOK, Scott",Pauline Hanson's One Nation,7
VIC,Dunkley,"WOODS, Kathryn",Australian Federation Party,8
VIC,Dunkley,"IRVINE, Adrian Kain",United Australia Party,9
VIC,Flinders,"VAN DER END, Alex",United Australia Party,1
VIC,Flinders,"MARR, Cyndi",Pauline Hanson's One Nation,2
VIC,Flinders,"ABRAHAM, Chrysten",Liberal Democrats,3
VIC,Flinders,"McKENZIE, Zoe",Liberal,4
VIC,Flinders,"EARL, Jefferson",Australian Federation Party,5
VIC,Flinders,"LANE, Colin",The Greens,6
VIC,Flinders,"RUSSELL, Sarah",Independent,7
VIC,Flinders,"SNOWBALL, Surbhi",Australian Labor Party,8
VIC,Flinders,"O'CONNOR, Despi",Independent,9
VIC,Flinders,"ENGELANDER, Pamela",Animal Justice Party,10
VIC,Fraser,"WOOD, David",Liberal,1
VIC,Fraser,"MULINO, Daniel",Australian Labor Party,2
VIC,Fraser,"CURSIO, Anthony",Liberal Democrats,3
VIC,Fraser,"MITCHELL-SEARS, Bella",The Greens,4
VIC,Fraser,"RAYMOND, Keith James Aaron",United Australia Party,5
VIC,Fraser,"de PYLE, Sabine",Pauline Hanson's One Nation,6
VIC,Fraser,"ROBERTSON, Catherine",Victorian Socialists,7
VIC,Gellibrand,"RODOREDA, Suzette",The Greens,1
VIC,Gellibrand,"CLARK, Monica",Liberal,2
VIC,Gellibrand,"MOORS, Sharynn",Australian Federation Party,3
VIC,Gellibrand,"CHARLES, Andrew",Victorian Socialists,4
VIC,Gellibrand,"ISAC, Abraham",United Australia Party,5
VIC,Gellibrand,"GLASSON, Chloe",Liberal Democrats,6
VIC,Gellibrand,"BRADDOCK, Rob",Pauline Hanson's One Nation,7
VIC,Gellibrand,"WATTS, Tim",Australian Labor Party,8
VIC,Gippsland,"HANSFORD, Greg",Pauline Hanson's One Nation,1
VIC,Gippsland,"CHESTER, Darren",The Nationals,2
VIC,Gippsland,"FORSTER, Gregory Emil",United Australia Party,3
VIC,Gippsland,"THORPE, Marjorie",The Greens,4
VIC,Gippsland,"McDONALD, Jim",Liberal Democrats,5
VIC,Gippsland,"LANGLEY, Jannette",Australian Labor Party,6
VIC,Goldstein,"GALLI-McROSTIE, Alana",The Greens,1
VIC,Goldstein,"SULLIVAN, Ellie Jean",Derryn Hinch's Justice Party,2
VIC,Goldstein,"HOULT, Brandon",Sustainable Australia Party - Stop Overdevelopment / Corruption,3
VIC,Goldstein,"SEGAL, David",Liberal Democrats,4
VIC,Goldstein,"DANIEL, Zoe",Independent,5
VIC,Goldstein,"STARK, Lisa",Pauline Hanson's One Nation,6
VIC,Goldstein,"REYNOLDS, Catherine Frances",United Australia Party,7
VIC,Goldstein,"WILSON, Tim",Liberal,8
VIC,Goldstein,"ABBOTT, Martyn",Australian Labor Party,9
VIC,Gorton,"CONNOR, Daniel",Pauline Hanson's One Nation,1
VIC,Gorton,"MORRIS, Praise",The Greens,2
VIC,Gorton,"VIRAG, Michael",United Australia Party,3
